lu_id	country_region	province_state	date	confirmed	recovered	deaths	tested	tested_reported	tested_announced	tested_extrapolated	tested_is_extrapolated	lag_21_confirmed	probably_recovered	active	lag_1_confirmed	lag_1_recovered	lag_1_deaths	lag_1_tested	lag_1_active	lag_1_tested_is_extrapolated	lag_7_confirmed	lag_7_recovered	lag_7_deaths	lag_7_tested	lag_7_active	lag_7_tested_is_extrapolated
365	Nepal		2020-07-13	16945	10294	38	309958.0	0.0	133377.0	176581.0	1	9561.0	0.0	6613.0	16801.0	8589.0	38.0	303869.0	7775.0	1.0	15964.0	6811.0	35.0	267335.0	9118.0	1.0
366	Netherlands		2020-07-13	51093	0	6137	726003.0	0.0	681931.0	44072.0	1	49658.0	43521.0	1435.0	51022.0	0.0	6137.0	719707.0	1429.0	1.0	50657.0	0.0	6128.0	681931.0	1709.0	0.0
367	Netherlands	Aruba	2020-07-13	105	99	3	0.0	0.0	0.0	0.0	1	101.0	0.0	3.0	105.0	99.0	3.0	0.0	3.0	1.0	105.0	98.0	3.0	0.0	4.0	1.0
370	Netherlands	Bonaire, Sint Eustatius and Saba	2020-07-13	7	7	0	0.0	0.0	0.0	0.0	1	7.0	0.0	0.0	7.0	7.0	0.0	0.0	0.0	1.0	7.0	7.0	0.0	0.0	0.0	1.0
368	Netherlands	Curacao	2020-07-13	25	24	1	0.0	0.0	0.0	0.0	1	23.0	0.0	0.0	25.0	24.0	1.0	0.0	0.0	1.0	23.0	19.0	1.0	0.0	1.0	1.0
369	Netherlands	Sint Maarten	2020-07-13	78	63	15	0.0	0.0	0.0	0.0	1	77.0	0.0	0.0	78.0	63.0	15.0	0.0	0.0	1.0	78.0	63.0	15.0	0.0	0.0	1.0
371	New Zealand		2020-07-13	1545	1498	22	430686.0	0.0	429643.0	1043.0	1	1515.0	0.0	25.0	1544.0	1497.0	22.0	429643.0	25.0	0.0	1536.0	1492.0	22.0	416924.0	22.0	0.0
372	Nicaragua		2020-07-13	2846	1993	91	0.0	0.0	0.0	0.0	1	1823.0	0.0	762.0	2846.0	1993.0	91.0	0.0	762.0	1.0	2519.0	1238.0	83.0	0.0	1055.0	1.0
373	Niger		2020-07-13	1099	992	68	0.0	0.0	0.0	0.0	1	1046.0	0.0	39.0	1099.0	992.0	68.0	0.0	39.0	1.0	1093.0	968.0	68.0	0.0	57.0	1.0
374	Nigeria		2020-07-13	33153	13671	744	183294.0	183294.0	183294.0	0.0	0	20919.0	6504.0	12234.0	32558.0	13447.0	740.0	181248.0	12314.0	0.0	29286.0	11828.0	654.0	152952.0	12628.0	0.0
413	North Macedonia		2020-07-13	8197	4326	385	0.0	0.0	0.0	0.0	1	5196.0	485.0	3001.0	8111.0	4203.0	382.0	0.0	3005.0	1.0	7124.0	3199.0	346.0	0.0	2967.0	1.0
414	Norway		2020-07-13	8984	8138	253	361642.0	0.0	360090.0	1552.0	1	8751.0	360.0	233.0	8981.0	8138.0	252.0	360866.0	236.0	1.0	8936.0	8138.0	251.0	343411.0	289.0	0.0
415	Oman		2020-07-13	58179	37257	259	0.0	0.0	0.0	0.0	1	31076.0	0.0	20663.0	56015.0	36098.0	257.0	0.0	19660.0	1.0	47735.0	29146.0	218.0	0.0	18371.0	1.0
416	Pakistan		2020-07-13	253604	170656	5320	1585170.0	1585170.0	1585170.0	0.0	0	185034.0	9058.0	68570.0	251625.0	161917.0	5266.0	1562638.0	70537.0	0.0	234509.0	134957.0	4839.0	1420623.0	85588.0	0.0
425	Panama		2020-07-13	47173	23919	932	165440.0	0.0	162005.0	3435.0	1	26752.0	1901.0	20421.0	45633.0	23039.0	909.0	162005.0	19603.0	0.0	39334.0	18036.0	770.0	145139.0	17912.0	0.0
426	Papua New Guinea		2020-07-13	11	8	0	0.0	0.0	0.0	0.0	1	9.0	1.0	2.0	11.0	8.0	0.0	0.0	3.0	1.0	11.0	8.0	0.0	0.0	3.0	1.0
427	Paraguay		2020-07-13	2980	1293	25	93839.0	0.0	87203.0	6636.0	1	1392.0	74.0	1588.0	2948.0	1275.0	22.0	91627.0	1569.0	1.0	2456.0	1180.0	20.0	79365.0	1160.0	0.0
428	Peru		2020-07-13	330123	221008	12054	296582.0	0.0	290234.0	6348.0	1	257447.0	24385.0	72676.0	326326.0	217111.0	11870.0	290234.0	71390.0	0.0	305703.0	197619.0	10772.0	268134.0	72711.0	0.0
455	Philippines		2020-07-13	57006	20371	1599	951686.0	0.0	910924.0	40762.0	1	30682.0	8712.0	26324.0	56259.0	16046.0	1534.0	931305.0	26207.0	1.0	46333.0	12185.0	1303.0	802889.0	19913.0	1.0
456	Poland		2020-07-13	38190	27515	1576	1813365.0	1813365.0	1813365.0	0.0	0	32227.0	3136.0	5963.0	37891.0	27148.0	1571.0	1797612.0	5960.0	0.0	36155.0	23966.0	1521.0	1655664.0	6367.0	0.0
457	Portugal		2020-07-13	46818	31065	1662	1395870.0	0.0	1299594.0	96276.0	1	39392.0	6665.0	7426.0	46512.0	30907.0	1660.0	1379824.0	7379.0	1.0	44129.0	29166.0	1620.0	1283548.0	7093.0	0.0
458	Qatar		2020-07-13	104016	100627	149	416165.0	0.0	412682.0	3483.0	1	88403.0	0.0	3240.0	103598.0	99743.0	147.0	412682.0	3708.0	0.0	100345.0	93898.0	133.0	386111.0	6314.0	0.0
459	Romania		2020-07-13	32948	21692	1901	854241.0	854241.0	854241.0	0.0	0	24291.0	698.0	8657.0	32535.0	21545.0	1884.0	847586.0	8490.0	0.0	29223.0	20213.0	1768.0	766868.0	7058.0	0.0
460	Russia		2020-07-13	732547	503168	11422	23292630.0	23292630.0	23292630.0	0.0	0	591465.0	76875.0	141082.0	726036.0	500208.0	11318.0	23031056.0	142157.0	0.0	686852.0	453570.0	10280.0	21335394.0	150368.0	0.0
545	Rwanda		2020-07-13	1378	710	4	187954.0	0.0	176260.0	11694.0	1	787.0	73.0	591.0	1337.0	684.0	4.0	184056.0	609.0	1.0	1113.0	575.0	3.0	163384.0	501.0	0.0
546	Saint Kitts and Nevis		2020-07-13	17	15	0	0.0	0.0	0.0	0.0	1	15.0	0.0	2.0	17.0	15.0	0.0	0.0	2.0	1.0	16.0	15.0	0.0	0.0	1.0	1.0
547	Saint Lucia		2020-07-13	22	19	0	0.0	0.0	0.0	0.0	1	19.0	0.0	3.0	22.0	19.0	0.0	0.0	3.0	1.0	22.0	19.0	0.0	0.0	3.0	1.0
548	Saint Vincent and the Grenadines		2020-07-13	35	29	0	0.0	0.0	0.0	0.0	1	29.0	0.0	6.0	35.0	29.0	0.0	0.0	6.0	1.0	29.0	29.0	0.0	0.0	0.0	1.0
549	San Marino		2020-07-13	699	656	42	0.0	0.0	0.0	0.0	1	697.0	0.0	1.0	699.0	656.0	42.0	0.0	1.0	1.0	698.0	656.0	42.0	0.0	0.0	1.0
550	Sao Tome and Principe		2020-07-13	732	286	14	0.0	0.0	0.0	0.0	1	702.0	402.0	30.0	729.0	286.0	14.0	0.0	31.0	1.0	721.0	269.0	13.0	0.0	59.0	1.0
551	Saudi Arabia		2020-07-13	235111	169842	2243	2327586.0	2327586.0	2327586.0	0.0	0	161005.0	0.0	63026.0	232259.0	167138.0	2223.0	2261431.0	62898.0	0.0	213716.0	149634.0	1968.0	1934391.0	62114.0	0.0
552	Senegal		2020-07-13	8198	5514	150	91047.0	91047.0	91047.0	0.0	0	5970.0	306.0	2228.0	8135.0	5446.0	148.0	90337.0	2247.0	0.0	7478.0	4870.0	136.0	85210.0	2305.0	0.0
553	Serbia		2020-07-13	18639	13940	405	498343.0	498343.0	498343.0	0.0	0	12990.0	0.0	4294.0	18360.0	13876.0	393.0	491428.0	4091.0	0.0	16420.0	13366.0	317.0	447317.0	2737.0	0.0
554	Seychelles		2020-07-13	100	11	0	0.0	0.0	0.0	0.0	1	11.0	0.0	89.0	100.0	11.0	0.0	0.0	89.0	1.0	81.0	11.0	0.0	0.0	70.0	1.0
555	Sierra Leone		2020-07-13	1642	1175	63	0.0	0.0	0.0	0.0	1	1340.0	102.0	302.0	1635.0	1154.0	63.0	0.0	308.0	1.0	1547.0	1086.0	62.0	0.0	371.0	1.0
556	Singapore		2020-07-13	46283	42541	26	519620.0	0.0	467008.0	52612.0	1	42313.0	0.0	3716.0	45961.0	42285.0	26.0	512104.0	3650.0	1.0	44983.0	40717.0	26.0	467008.0	4165.0	0.0
557	Slovakia		2020-07-13	1902	1493	28	230749.0	0.0	229789.0	960.0	1	1588.0	67.0	314.0	1901.0	1493.0	28.0	229789.0	314.0	0.0	1765.0	1466.0	28.0	218396.0	213.0	0.0
558	Slovenia		2020-07-13	1849	1473	111	115115.0	0.0	114665.0	450.0	1	1521.0	0.0	265.0	1841.0	1469.0	111.0	114665.0	261.0	0.0	1716.0	1384.0	111.0	108228.0	220.0	0.0
559	Somalia		2020-07-13	3072	1343	93	0.0	0.0	0.0	0.0	1	2812.0	1376.0	260.0	3059.0	1264.0	93.0	0.0	280.0	1.0	3006.0	1051.0	92.0	0.0	364.0	1.0
560	South Africa		2020-07-13	287796	138241	4172	2200212.0	0.0	2154391.0	45821.0	1	101590.0	0.0	145383.0	276242.0	134874.0	4079.0	2154391.0	137289.0	0.0	205721.0	97848.0	3310.0	1864111.0	104563.0	0.0
561	South Sudan		2020-07-13	2148	333	41	0.0	0.0	0.0	0.0	1	1916.0	1542.0	232.0	2021.0	333.0	38.0	0.0	129.0	1.0	2021.0	333.0	38.0	0.0	328.0	1.0
562	Spain		2020-07-13	255953	150376	28406	3966983.0	0.0	3849701.0	117282.0	1	246504.0	67722.0	9449.0	253908.0	150376.0	28403.0	3937662.0	7636.0	1.0	251789.0	150376.0	28388.0	3761740.0	7680.0	1.0
583	Sri Lanka		2020-07-13	2646	1981	11	0.0	0.0	0.0	0.0	1	1951.0	0.0	654.0	2617.0	1981.0	11.0	0.0	625.0	1.0	2077.0	1917.0	11.0	0.0	149.0	1.0
584	Sudan		2020-07-13	10316	5403	657	0.0	0.0	0.0	0.0	1	8698.0	2638.0	1618.0	10250.0	5341.0	650.0	0.0	1670.0	1.0	9894.0	4899.0	616.0	0.0	2459.0	1.0
585	Suriname		2020-07-13	780	526	18	0.0	0.0	0.0	0.0	1	319.0	0.0	236.0	741.0	495.0	18.0	0.0	228.0	1.0	614.0	315.0	14.0	0.0	285.0	1.0
586	Sweden		2020-07-13	75826	0	5536	691232.0	0.0	600019.0	91213.0	1	58932.0	53396.0	16894.0	74898.0	0.0	5526.0	679830.0	16050.0	1.0	73061.0	0.0	5433.0	611421.0	20678.0	1.0
609	Switzerland		2020-07-13	32946	29600	1968	693676.0	0.0	684766.0	8910.0	1	31310.0	0.0	1378.0	32883.0	29600.0	1968.0	689221.0	1315.0	1.0	32315.0	29300.0	1965.0	645802.0	1050.0	0.0
610	Syria		2020-07-13	417	136	19	0.0	0.0	0.0	0.0	1	219.0	64.0	198.0	394.0	126.0	16.0	0.0	190.0	1.0	372.0	126.0	14.0	0.0	195.0	1.0
611	Taiwan*		2020-07-13	451	438	7	78739.0	0.0	77876.0	863.0	1	446.0	1.0	5.0	451.0	438.0	7.0	78595.0	5.0	1.0	449.0	438.0	7.0	77732.0	4.0	1.0
612	Tajikistan		2020-07-13	6596	5278	55	0.0	0.0	0.0	0.0	1	5513.0	180.0	1083.0	6552.0	5228.0	55.0	0.0	1095.0	1.0	6262.0	4914.0	53.0	0.0	1165.0	1.0
613	Tanzania		2020-07-13	509	183	21	0.0	0.0	0.0	0.0	1	509.0	305.0	0.0	509.0	183.0	21.0	0.0	0.0	1.0	509.0	183.0	21.0	0.0	0.0	1.0
614	Thailand		2020-07-13	3220	3090	58	689539.0	0.0	603657.0	85882.0	1	3151.0	3.0	69.0	3217.0	3088.0	58.0	684487.0	69.0	1.0	3195.0	3072.0	58.0	654176.0	60.0	1.0
615	Timor-Leste		2020-07-13	24	24	0	0.0	0.0	0.0	0.0	1	24.0	0.0	0.0	24.0	24.0	0.0	0.0	0.0	1.0	24.0	24.0	0.0	0.0	0.0	1.0
616	Togo		2020-07-13	721	517	15	36154.0	0.0	34627.0	1527.0	1	569.0	37.0	152.0	720.0	513.0	15.0	35645.0	151.0	1.0	680.0	450.0	15.0	32967.0	149.0	0.0
617	Trinidad and Tobago		2020-07-13	133	124	8	0.0	0.0	0.0	0.0	1	123.0	0.0	1.0	133.0	120.0	8.0	0.0	5.0	1.0	133.0	117.0	8.0	0.0	8.0	1.0
618	Tunisia		2020-07-13	1302	1082	50	81712.0	0.0	68104.0	13608.0	1	1159.0	27.0	143.0	1263.0	1076.0	50.0	81064.0	106.0	1.0	1199.0	1049.0	50.0	77176.0	89.0	1.0
619	Turkey		2020-07-13	214001	195671	5382	4021947.0	4021947.0	4021947.0	0.0	0	188897.0	0.0	12948.0	212993.0	194515.0	5363.0	3975455.0	13115.0	0.0	206844.0	182995.0	5241.0	3682673.0	18608.0	0.0
735	US		2020-07-13	3363056	1031939	135605	41010957.0	0.0	40282176.0	728781.0	1	2312302.0	1144758.0	1050754.0	3304942.0	1006326.0	135205.0	40282176.0	1023176.0	0.0	2936077.0	924148.0	130285.0	36135775.0	822051.0	0.0
620	Uganda		2020-07-13	1029	977	0	203461.0	0.0	201759.0	1702.0	1	774.0	0.0	52.0	1025.0	972.0	0.0	201759.0	53.0	0.0	953.0	892.0	0.0	186514.0	61.0	0.0
621	Ukraine		2020-07-13	55285	27356	1415	803657.0	803657.0	803657.0	0.0	0	38056.0	9285.0	17229.0	54647.0	26971.0	1400.0	796680.0	17286.0	0.0	50053.0	22462.0	1278.0	722513.0	17517.0	0.0
650	United Arab Emirates		2020-07-13	55198	45513	334	0.0	0.0	0.0	0.0	1	45303.0	0.0	9351.0	54854.0	45140.0	333.0	0.0	9381.0	1.0	52068.0	40721.0	324.0	0.0	9432.0	1.0
651	United Kingdom		2020-07-13	291691	1384	44915	7275802.0	0.0	7188816.0	86986.0	1	280156.0	233857.0	11535.0	291154.0	1378.0	44904.0	7188816.0	11890.0	0.0	287290.0	1375.0	44321.0	6496653.0	13402.0	0.0
667	Uruguay		2020-07-13	989	903	31	79055.0	0.0	78586.0	469.0	1	882.0	0.0	55.0	987.0	896.0	31.0	78586.0	60.0	0.0	960.0	858.0	29.0	72553.0	73.0	0.0
668	Uzbekistan		2020-07-13	13591	8030	64	0.0	0.0	0.0	0.0	1	6461.0	0.0	5497.0	12997.0	7852.0	60.0	0.0	5085.0	1.0	10362.0	6628.0	37.0	0.0	3697.0	1.0
669	Venezuela		2020-07-13	9707	2671	93	0.0	0.0	0.0	0.0	1	4048.0	1284.0	5659.0	9465.0	2671.0	89.0	0.0	5548.0	1.0	7411.0	2100.0	68.0	0.0	4433.0	1.0
670	Vietnam		2020-07-13	373	352	0	2033292.0	0.0	261004.0	1772288.0	1	349.0	0.0	21.0	372.0	350.0	0.0	2009661.0	22.0	1.0	369.0	341.0	0.0	1867878.0	28.0	1.0
671	West Bank and Gaza		2020-07-13	6566	1084	39	0.0	0.0	0.0	0.0	1	1001.0	0.0	5443.0	6230.0	942.0	36.0	0.0	5252.0	1.0	4341.0	491.0	17.0	0.0	3833.0	1.0
672	Western Sahara		2020-07-13	10	8	1	0.0	0.0	0.0	0.0	1	10.0	1.0	0.0	10.0	8.0	1.0	0.0	1.0	1.0	10.0	8.0	1.0	0.0	1.0	1.0
673	Yemen		2020-07-13	1498	675	424	0.0	0.0	0.0	0.0	1	967.0	0.0	399.0	1465.0	659.0	417.0	0.0	389.0	1.0	1284.0	575.0	345.0	0.0	364.0	1.0
674	Zambia		2020-07-13	1895	1412	42	0.0	0.0	0.0	0.0	1	1430.0	0.0	441.0	1895.0	1412.0	42.0	0.0	441.0	1.0	1632.0	1348.0	30.0	0.0	250.0	1.0
675	Zimbabwe		2020-07-13	1034	343	19	37982.0	0.0	36005.0	1977.0	1	512.0	150.0	522.0	985.0	328.0	18.0	37323.0	496.0	1.0	734.0	197.0	9.0	33568.0	347.0	0.0
